PassengerId,Pclass,Survived,AgeStandard,FareStandard,fare_per_fam_member_Standard,SibSp,Parch,family_size,paid_fare,male,C,Missing_Embark,Q,S,A_deck,B_deck,C_deck,D_deck,E_deck,F_deck,G_deck,Missing_Deck,T_deck,DuplicatedName,DuplicatedTicket,DuplicatedCabin
44,2,1,-1.970101168076067,0.8337011982977196,0.2000704078862382,0.3010299956639812,0.47712125471966244,1.3862943611198906,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
45,3,1,-0.967421566101701,-0.7277824083108418,-0.31863936396437514,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
46,3,0,-0.2641469768259236,-0.5485222826980981,-0.1046334556140754,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
47,3,0,-0.2641469768259236,0.07833360323036327,-0.5485222826980981,0.3010299956639812,0.0,0.6931471805599453,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1
48,3,1,-0.2641469768259236,-1.1503493803760079,-0.5485222826980981,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
49,3,0,-0.2641469768259236,0.24353057098914563,-0.812568950683234,0.47712125471966244,0.0,1.0986122886681098,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
50,3,0,-1.1503493803760079,0.14808570315121047,0.04097024041022286,0.3010299956639812,0.0,0.6931471805599453,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1
51,3,0,-1.6448536269514729,0.8131596275295975,-1.0187934550221132,0.6989700043360189,0.3010299956639812,1.791759469228055,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1
52,3,0,-0.8122178014999131,-0.916055002418775,-0.40339145934802717,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
53,1,1,1.330561513178906,1.273179786185294,1.1862617438025742,0.3010299956639812,0.0,0.6931471805599453,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
54,2,1,0.21042839424792456,0.43072729929545744,0.43072729929545744,0.3010299956639812,0.0,0.6931471805599453,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1
55,1,0,1.9424443284238977,1.0617425355201418,0.9979271447202661,0.0,0.3010299956639812,0.6931471805599453,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
56,1,1,0.8122178014999129,0.7426267184790132,1.1128177813131304,0.0,0.0,0.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
57,2,1,-0.8122178014999131,-0.2948912713722954,0.21042839424792456,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
58,3,0,0.18380470283773812,-1.6579213940603703,-0.8108668369263909,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
59,2,1,-1.731664396122245,0.549519921014744,-0.9674215661017005,0.3010299956639812,0.47712125471966244,1.3862943611198906,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1
60,3,0,-1.5010859460440242,0.8934711068963973,-1.1503493803760079,0.7781512503836436,0.47712125471966244,2.0794415416798357,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1
61,3,0,-0.6744897501960817,-1.6579213940603703,-0.8108668369263909,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
62,1,1,0.8122178014999129,1.336088054243068,1.7354219610438206,0.0,0.0,0.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
63,1,0,1.1503493803760079,1.3890434539494185,1.2726221941523916,0.3010299956639812,0.0,0.6931471805599453,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1
64,3,0,-1.8378802347660605,0.5546534360049911,-1.4543432139031636,0.6020599913279624,0.47712125471966244,1.791759469228055,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1
65,1,0,0.8122178014999129,0.5485222826980978,0.8674543354668658,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
66,3,1,-0.2641469768259236,0.05926734550309265,-1.32403820055018,0.3010299956639812,0.3010299956639812,1.0986122886681098,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
67,2,1,0.21042839424792456,-0.2948912713722954,0.21042839424792456,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
68,3,0,-0.967421566101701,-0.5271808191408538,-0.08264425828161909,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
69,3,1,-1.2206403488473496,-0.649863538956174,-2.2673100228250407,0.6989700043360189,0.47712125471966244,1.9459101490553132,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
70,3,0,0.0,-0.43072729929545756,-1.8836830707513381,0.47712125471966244,0.0,1.0986122886681098,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
71,2,0,0.43072729929545744,-0.2948912713722954,0.21042839424792456,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
72,3,0,-1.2975429286165532,0.8934711068963973,-1.1503493803760079,0.7781512503836436,0.47712125471966244,2.0794415416798357,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1
73,2,0,-0.8122178014999131,1.2156575480117222,1.6878836922192473,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
74,3,0,0.0,0.0,-0.8122178014999131,0.3010299956639812,0.0,0.6931471805599453,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
75,3,1,0.43072729929545744,1.0024408953397494,1.4863491385003453,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
76,3,0,-0.2641469768259236,-1.191816171681394,-0.5898413789188295,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
77,3,0,-0.2641469768259236,-0.6744897501960817,-0.21042839424792484,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
78,3,0,-0.2641469768259236,-0.5485222826980981,-0.1046334556140754,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
79,2,1,-2.530587632891044,0.5927616914298062,0.12890235745119719,0.0,0.47712125471966244,1.0986122886681098,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1
80,3,1,0.31863936396437514,-0.1810582697608222,0.31863936396437514,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
81,3,0,-0.6744897501960817,-0.40216171354547575,0.05327160142791213,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
82,3,1,0.21042839424792456,-0.3604300790482675,0.11271661688061514,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
83,3,1,-0.2641469768259236,-0.9414277658702964,-0.41702042549600093,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
84,1,0,0.1573106846101707,0.895779818883589,1.3968187081827135,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1
85,2,1,-1.2206403488473496,-0.2948912713722954,0.21042839424792456,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
86,3,1,0.46925288381280184,0.10463345561407526,-1.740338897980068,0.6020599913279624,0.0,1.3862943611198906,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1
87,3,0,-1.2975429286165532,0.7241576272674786,-0.9771631823643063,0.3010299956639812,0.6020599913279624,1.6094379124341003,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1
88,3,0,-0.2641469768259236,-0.5485222826980981,-0.1046334556140754,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
89,1,1,-0.6102946101863327,1.9163123875534662,1.3314522847932189,0.6020599913279624,0.47712125471966244,1.791759469228055,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1
90,3,0,-0.5485222826980981,-0.5485222826980981,-0.1046334556140754,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
91,3,0,0.21042839424792456,-0.5485222826980981,-0.1046334556140754,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
92,3,0,-0.887146559018876,-0.8122178014999131,-0.34511702077433287,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
93,1,0,1.1918161716813969,1.0528133502737491,0.9883167730006699,0.3010299956639812,0.0,0.6931471805599453,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1
94,3,0,0.0,0.21042839424792456,-1.308808657635769,0.3010299956639812,0.47712125471966244,1.3862943611198906,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1
95,3,0,1.7933519429410234,-1.382994127100638,-0.797564787376168,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
96,3,0,-0.2641469768259236,-0.5485222826980981,-0.1046334556140754,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
97,1,0,2.1538746940614564,0.7287180092998863,1.0901731919024533,0.0,0.0,0.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
98,1,1,-0.6102946101863327,1.077255220892224,1.014625858327302,0.0,0.3010299956639812,0.6931471805599453,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
99,2,1,0.5084880591093566,0.28348311043632296,0.2648315376702906,0.0,0.3010299956639812,0.6931471805599453,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1
100,2,0,0.5084880591093566,0.43072729929545744,0.43072729929545744,0.3010299956639812,0.0,0.6931471805599453,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1
101,3,0,0.1573106846101707,-0.6744897501960817,-0.21042839424792484,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
102,3,0,-0.2641469768259236,-0.6744897501960817,-0.21042839424792484,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
103,1,0,-0.8122178014999131,1.2835607893116951,1.1930745240485452,0.0,0.3010299956639812,0.6931471805599453,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1
104,3,0,0.46925288381280184,-0.4322806968243306,0.010755983402410838,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
105,3,0,0.6744897501960817,-0.649863538956174,-1.9225784030894069,0.47712125471966244,0.0,1.0986122886681098,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
106,3,0,0.1573106846101707,-0.6744897501960817,-0.21042839424792484,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
107,3,1,-0.8122178014999131,-1.191816171681394,-0.5898413789188295,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
108,3,1,-0.2641469768259236,-0.967421566101701,-0.43072729929545756,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
109,3,0,0.8122178014999129,-0.6744897501960817,-0.21042839424792484,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
110,3,1,-0.2641469768259236,0.31863936396437514,0.29646153606217046,0.3010299956639812,0.0,0.6931471805599453,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1
111,1,0,1.2354403415612554,0.9539213473963434,1.4420663586188398,0.0,0.0,0.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
112,3,0,-1.3967126453904506,0.0,-0.8122178014999131,0.3010299956639812,0.0,0.6931471805599453,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
113,3,0,-0.6744897501960817,-0.5485222826980981,-0.1046334556140754,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
114,3,0,-0.887146559018876,-0.33364179783045994,-1.3674394525067977,0.3010299956639812,0.0,0.6931471805599453,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
115,3,0,-1.2206403488473496,0.00030678870203474214,0.5512327866917023,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
116,3,0,-0.8122178014999131,-0.649863538956174,-0.19024939642598612,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
117,3,0,2.1322522995181385,-1.1503493803760079,-0.5485222826980981,0.0,0.0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
118,2,0,0.21042839424792456,0.22313996679010467,0.21042839424792456,0.3010299956639812,0.0,0.6931471805599453,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1
119,1,0,-0.5485222826980981,1.8899837786880713,1.784770046683359,0.0,0.3010299956639812,0.6931471805599453,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
120,3,0,-2.149768904909605,0.6744897501960817,-1.5249118469058642,0.6989700043360189,0.47712125471966244,1.9459101490553132,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1
121,2,0,-0.8122178014999131,1.2156575480117222,0.6744897501960817,0.47712125471966244,0.0,1.0986122886681098,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1
122,3,0,-0.2641469768259236,-0.5485222826980981,-0.1046334556140754,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
123,2,0,0.44990661476922794,0.6307038186119053,0.5580770639968113,0.3010299956639812,0.0,0.6931471805599453,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
124,2,1,0.44990661476922794,-0.1046334556140754,0.43072729929545744,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
125,1,0,1.5932188180230542,1.2835607893116951,1.1930745240485452,0.0,0.3010299956639812,0.6931471805599453,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1
126,3,1,-1.4696127443195992,-0.2593762904238669,-1.2002843501404703,0.3010299956639812,0.0,0.6931471805599453,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
127,3,0,-0.2641469768259236,-1.1503493803760079,-0.5485222826980981,0.0,0.0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
128,3,1,-0.5485222826980981,-1.7370828444546573,-0.8558286934865204,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
129,3,1,-0.2641469768259236,0.2640199206440549,-0.6744897501960817,0.3010299956639812,0.3010299956639812,1.0986122886681098,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
130,3,0,1.1503493803760079,-1.7480820137744881,-0.9460480495321713,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
131,3,0,0.46925288381280184,-0.6744897501960817,-0.21042839424792484,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
132,3,0,-0.887146559018876,-1.743107270338234,-0.9045467232513029,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
133,3,0,1.2354403415612554,0.0034270609358222196,-0.797564787376168,0.3010299956639812,0.0,0.6931471805599453,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1
134,2,1,0.21042839424792456,0.43072729929545744,0.43072729929545744,0.3010299956639812,0.0,0.6931471805599453,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1
135,2,0,-0.2641469768259236,-0.1046334556140754,0.43072729929545744,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
136,2,0,-0.6102946101863327,0.04428183185590994,0.558200644833864,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
137,1,1,-0.967421566101701,0.4496715717007677,0.02389353050180804,0.0,0.47712125471966244,1.0986122886681098,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
138,1,0,0.6744897501960817,0.9674215661017008,0.8122178014999129,0.3010299956639812,0.0,0.6931471805599453,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1
139,3,0,-1.2975429286165532,-0.38399344474967745,0.07995883976030378,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
140,1,0,-0.5485222826980981,1.320215901733085,1.7345583516100054,0.0,0.0,0.0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
141,3,0,-0.2641469768259236,0.05926734550309265,-1.32403820055018,0.0,0.47712125471966244,1.0986122886681098,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
142,3,1,-0.6744897501960817,-1.1503493803760079,-0.5485222826980981,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
143,3,1,-0.5485222826980981,0.10463345561407526,-0.19024939642598612,0.3010299956639812,0.0,0.6931471805599453,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1
144,3,0,-0.967421566101701,-1.7632717277898948,-0.9969300804350508,0.0,0.0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
145,2,0,-1.1503493803760079,-0.247086727471265,0.2648315376702906,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
146,2,0,-0.967421566101701,0.7634497909536336,0.3061457562387048,0.3010299956639812,0.3010299956639812,1.0986122886681098,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
147,3,1,0.10463345561407526,-0.9245138281980756,-0.4079623129581611,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
148,3,0,-1.5689196324989263,0.7241576272674786,-0.9771631823643063,0.47712125471966244,0.47712125471966244,1.6094379124341003,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1
149,2,0,0.6420613752765009,0.43072729929545744,0.012287943663490104,0.0,0.47712125471966244,1.0986122886681098,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1
150,2,0,1.009990169249582,-0.1046334556140754,0.43072729929545744,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
151,2,0,1.42978833594553,-0.1737410619117729,0.3291219789322613,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
152,1,1,-0.6744897501960817,1.1147810111915324,1.055038242289892,0.3010299956639812,0.0,0.6931471805599453,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1
153,3,0,1.6939342499250731,-0.5485222826980981,-0.1046334556140754,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
154,3,0,0.9399909121894655,0.0034270609358222196,-1.3899546892501935,0.0,0.47712125471966244,1.0986122886681098,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1
155,3,0,-0.2641469768259236,-1.3497900626065393,-0.7584145407113133,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
156,1,0,1.42978833594553,1.0550726547998452,0.9907483414333216,0.0,0.3010299956639812,0.6931471805599453,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
